timestamp,value
2459096.96875,14.34338883
2459096.979166667,14.36240124
2459096.9895833335,14.27836974
2459097.0,14.11056042
2459097.0104166665,14.03316084
2459097.0208333335,13.96917006
2459097.03125,14.05214607
2459097.0416666665,14.08746195
2459097.052083333,14.06063529
2459097.0625,14.1105423
2459097.0833333335,12.1945335
2459097.09375,12.17608734
2459097.104166667,12.14227089
2459097.1145833335,12.15456984
2459097.125,12.23142582
2459097.1354166665,12.18223908
2459097.1458333335,12.19760937
2459097.15625,12.1945335
2459097.1666666665,12.2406489
2459097.177083333,12.18838629
2459097.1979166665,44.2176924
2459097.2083333335,40.18045221
2459097.21875,42.753234
2459097.229166667,13.33202103
2459097.2395833335,42.97428441
2459097.25,43.20147297
2459097.2604166665,42.99592875
2459097.2708333335,42.00105015
2459097.28125,42.36946599
2459097.2916666665,42.13351188
2459097.3125,23.24916
2459097.3229166665,23.07059
2459097.3333333335,22.96372
2459097.34375,22.87942
2459097.354166667,22.77841
2459097.3645833335,4.260535
2459097.375,22.64691
2459097.3854166665,22.62262
2459097.3958333335,22.66217
2459097.40625,22.58164
2459097.427083333,11.39651964
2459097.4375,11.42416623
2459097.4479166665,11.39651964
2459097.4583333335,11.39651964
2459097.46875,11.42416623
2459097.479166667,11.43645612
2459097.4895833335,11.44567467
2459097.5,11.46410724
2459097.5104166665,11.45181735
2459097.5208333335,11.43632928
2459097.5416666665,14.48823558
2459097.552083333,14.49942921
2459097.5625,14.55506214
2459097.5729166665,14.46208389
2459097.5833333335,14.31460974
2459097.59375,14.28095184
2459097.604166667,14.15573811
2459097.6145833335,14.19876405
2459097.625,14.15199633
2459097.6354166665,14.18425446
2459097.65625,0.1918017
2459097.6666666665,0.2070695
2459097.677083333,0.1994356
2459097.6875,0.1918017
2459097.6979166665,0.1956187
2459097.7083333335,27.43718
2459097.71875,0.1994356
2459097.729166667,0.1994356
2459097.7395833335,0.2032525
2459097.75,15.70007
2459097.7708333335,16.18771491
2459097.78125,16.16764248
2459097.7916666665,16.04922375
2459097.802083333,16.03541178
2459097.8125,15.92221614
2459097.8229166665,15.7729617
2459097.8333333335,15.78017799
2459097.84375,15.766212
2459097.854166667,15.58876737
2459097.8645833335,15.52780263
2459097.8854166665,17.4080807314
2459097.8958333335,17.4267427136
2459097.90625,17.4454046957
2459097.9166666665,17.4640666779
2459097.927083333,17.48272866
2459097.9375,17.62707711
2459097.9479166665,17.57507271
2459097.9583333335,17.64858102
2459097.96875,17.72400552
2459097.979166667,17.82366552
2459098.0,14.99506557
2459098.0104166665,14.89064907
2459098.0208333335,14.88757773
2459098.03125,14.86300701
2459098.0416666665,14.81693691
2459098.052083333,7.85455794
2459098.0625,11.51848536
2459098.0729166665,13.89558474
2459098.0833333335,14.41154268
2459098.09375,14.49753567
2459098.1145833335,14.96410755
2459098.125,15.04698843
2459098.1354166665,14.99133285
2459098.1458333335,15.09312195
2459098.15625,15.11188521
2459098.1666666665,15.22852365
2459098.177083333,15.2314455
2459098.1875,15.24616347
2459098.1979166665,15.25553151
2459098.2083333335,15.30665709
2459098.229166667,12.61005228
2459098.2395833335,12.64692195
2459098.25,12.64999329
2459098.2604166665,12.63155619
2459098.2708333335,12.61619949
2459098.28125,12.65306463
2459098.2916666665,12.6714972
2459098.302083333,12.705291
2459098.3125,12.71758089
2459098.3229166665,12.69300564
2459098.34375,15.27638
2459098.354166667,17.89404
2459098.3645833335,17.8948
2459098.375,18.12001
2459098.3854166665,18.09329
2459098.3958333335,14.82598
2459098.40625,17.84479
2459098.4166666665,18.00533
2459098.427083333,18.67729
2459098.4375,18.61613
2459098.4583333335,19.5654777
2459098.46875,19.0003602
2459098.479166667,18.99242817
2459098.4895833335,18.80566533
2459098.5,18.78650343
2459098.5104166665,18.48271257
2459098.5208333335,18.55941906
2459098.53125,18.4439403
2459098.5416666665,18.40523598
2459098.552083333,18.22149465
2459098.5729166665,15.57167568
2459098.5833333335,15.57782289
2459098.59375,15.59317959
2459098.604166667,15.58089423
2459098.6145833335,15.60546948
2459098.625,14.21374929
2459098.6354166665,15.44878584
2459098.6458333335,15.53788188
2459098.65625,15.5133021
2459098.6666666665,15.55631445
2459098.6875,22.55912
2459098.6979166665,22.45988
2459098.7083333335,22.42935
2459098.71875,16.3604
2459098.729166667,59.69418
2459098.7395833335,21.24873
2459098.75,22.16968
2459098.7604166665,22.31783
2459098.7708333335,22.40951
2459098.78125,22.44341
2459098.802083333,17.76686838
2459098.8125,17.75127612
2459098.8229166665,17.81045151
2459098.8333333335,17.75357736
2459098.84375,17.78750253
2459098.854166667,17.54442273
2459098.8645833335,18.30635967
2459098.875,18.63660573
2459098.8854166665,18.83977623
2459098.8958333335,18.90927549
2459098.9166666665,15.37179849
2459098.927083333,15.46188207
2459098.9375,15.63694845
2459098.9479166665,15.64922928
2459098.9583333335,15.75057897
2459098.96875,15.39414498
2459098.979166667,15.64309113
2459098.9895833335,15.64922928
2459099.0,15.7444227
2459099.0104166665,15.83350062
2459099.03125,13.86303216
2459099.0416666665,13.86829149
2459099.052083333,13.91185197
2459099.0625,13.91644992
2459099.0729166665,13.90266513
2459099.0833333335,13.93195611
2459099.09375,13.87653609
2459099.104166667,13.88490753
2459099.1145833335,13.89561645
2459099.125,13.90091202
2459099.1458333335,12.95672865
2459099.15625,13.0158678
2459099.1666666665,13.02924942
2459099.177083333,13.03796514
2459099.1875,13.01380665
2459099.1979166665,13.02595158
2459099.2083333335,13.38876834
2459099.21875,13.65204288
2459099.229166667,13.59311664
2459099.2395833335,13.50364914
2459099.2604166665,25.09682061
2459099.2708333335,24.78366624
2459099.28125,24.92182218
2459099.2916666665,24.86963205
2459099.302083333,24.96480735
2459099.3125,24.94945518
2459099.3229166665,25.02006882
2459099.3333333335,25.01085933
2459099.34375,25.0262115
2459099.354166667,24.97708365
2459099.375,12.81281961
2459099.3854166665,12.82818084
2459099.3958333335,12.78209715
2459099.40625,12.76673592
2459099.4166666665,12.86504598
2459099.427083333,12.52095624
2459099.4375,12.77902581
2459099.4479166665,12.76059324
2459099.4583333335,12.85276062
2459099.46875,12.88348308
2459099.4895833335,4.60997262
2459099.5,4.60075407
2459099.5104166665,4.58846418
2459099.5208333335,4.59461139
2459099.53125,4.58846418
2459099.5416666665,4.59768273
2459099.552083333,4.60689675
2459099.5625,4.60075407
2459099.5729166665,4.62533385
2459099.5833333335,4.61304396
2459099.604166667,5.34115992
2459099.6145833335,5.32579869
2459099.625,5.3995335
2459099.6354166665,5.38417227
2459099.6458333335,5.40260484
2459099.65625,5.37188238
2459099.6666666665,5.35652115
2459099.677083333,5.37495372
2459099.6875,5.35652115
2459099.6979166665,5.38110093
2459099.71875,21.02413
2459099.729166667,21.00528
2459099.7395833335,21.00453
2459099.75,20.99984
2459099.7604166665,20.93271
2459099.7708333335,18.77916
2459099.78125,20.59673
2459099.7916666665,20.84109
2459099.802083333,20.91364
2459099.8125,21.03582
2459099.8333333335,20.19581
2459099.84375,20.13854
2459099.854166667,20.19199
2459099.8645833335,20.08126
2459099.875,20.07363
2459099.8854166665,20.11181
2459099.8958333335,20.14236
2459099.90625,20.11945
2459099.9166666665,20.16527
2459099.927083333,20.2149
2459099.9479166665,38.0439366
2459099.9583333335,37.69215039
2459099.96875,37.64102481
2459099.979166667,37.51268991
2459099.9895833335,37.18940646
2459100.0,36.88954311
2459100.0104166665,36.51486681
2459100.0208333335,36.36787737
2459100.03125,36.33329988
2459100.0416666665,35.99594172
2459100.0625,23.27055
2459100.0729166665,23.34249
2459100.0833333335,23.55869
2459100.09375,23.51104
2459100.104166667,22.48318
2459100.1145833335,20.02331
2459100.125,23.70498
2459100.1354166665,20.21686
2459100.1458333335,22.86275
2459100.15625,24.40609
2459100.177083333,21.89739033
2459100.1875,22.16467392
2459100.1979166665,21.97298697
2459100.2083333335,21.8952114
2459100.21875,21.76499202
2459100.229166667,21.12853608
2459100.2395833335,21.57355875
2459100.25,21.90540843
2459100.2604166665,21.89603133
2459100.2708333335,21.70358334
2459100.2916666665,18.4612
2459100.302083333,18.57922
2459100.3125,18.67079
2459100.3229166665,18.68992
2459100.3333333335,18.73951
2459100.34375,0.4739238
2459100.354166667,18.79671
2459100.3645833335,18.73184
2459100.375,18.89591
2459100.3854166665,18.97604
2459100.40625,15.24616347
2459100.4166666665,15.25553151
2459100.427083333,15.30665709
2459100.4375,15.26192334
2459100.4479166665,15.15617955
2459100.4583333335,15.24678861
2459100.46875,15.37636926
2459100.479166667,15.34209075
2459100.4895833335,15.44261145
2459100.5,15.4836306
2459100.5208333335,5.76073
2459100.53125,-0.3387542
2459100.5416666665,8.150141
2459100.552083333,0.000954249
2459100.5625,-0.04103219
2459100.5729166665,14.10458
2459100.5833333335,2.363646
2459100.59375,-0.01431355
2459100.604166667,16.87187
2459100.6145833335,17.27647
2459100.6354166665,16.48254
2459100.6458333335,16.47872
2459100.65625,16.44819
2459100.6666666665,16.44819
2459100.677083333,16.49399
2459100.6875,16.59705
2459100.6979166665,17.3528
2459100.7083333335,17.55129
2459100.71875,17.68106
2459100.729166667,17.7345
2459100.75,18.29559
2459100.7604166665,18.22683
2459100.7708333335,18.24593
2459100.78125,18.1848
2459100.7916666665,18.12383
2459100.802083333,13.79539
2459100.8125,15.77641
2459100.8229166665,17.81084
2459100.8333333335,17.84136
2459100.84375,17.84838
2459100.8645833335,28.09876554
2459100.875,27.97866618
2459100.8854166665,27.90886794
2459100.8958333335,27.90274791
2459100.90625,27.71895222
2459100.9166666665,27.63925593
2459100.927083333,27.66447897
2459100.9375,27.59921979
2459100.9479166665,27.49891653
2459100.9583333335,27.53006934
2459100.979166667,14.27456454
2459100.9895833335,14.2508364
2459101.0,14.41312365
2459101.0104166665,13.91587008
2459101.0208333335,16.75022766
2459101.03125,14.3613231
2459101.0416666665,14.63867235
2459101.052083333,14.58486501
2459101.0625,14.48976672
2459101.0729166665,14.59849578
2459101.09375,18.14620152
2459101.104166667,18.50258115
2459101.1145833335,18.44420757
2459101.125,18.51794238
2459101.1354166665,18.49029126
2459101.1458333335,18.4933626
2459101.15625,18.40119522
2459101.1666666665,18.48414858
2459101.177083333,18.46264014
2459101.1875,18.46264014
2459101.2083333335,14.11397151
2459101.21875,14.10214368
2459101.229166667,14.12487975
2459101.2395833335,14.05628649
2459101.25,14.0537814
2459101.2604166665,13.96831389
2459101.2708333335,13.96285977
2459101.28125,14.05471005
2459101.2916666665,14.01298422
2459101.302083333,14.00724018
2459101.3229166665,10.41912
2459101.3333333335,10.44205
2459101.34375,10.40707
2459101.354166667,10.44446
2459101.3645833335,10.41508
2459101.375,8.944502
2459101.3854166665,9.356472
2459101.3958333335,9.961469
2459101.40625,10.55454
2459101.4166666665,10.94683
2459101.4375,11.67609312
2459101.4479166665,11.6822358
2459101.4583333335,11.69452569
2459101.46875,11.70066837
2459101.479166667,11.67916446
2459101.4895833335,11.70066837
2459101.5,11.70373971
2459101.5104166665,11.63000943
2459101.5208333335,11.63615211
2459101.53125,11.68530714
2459101.552083333,17.59031163
2459101.5625,17.51355984
2459101.5729166665,17.51663118
2459101.5833333335,17.53822116
2459101.59375,17.28329994
2459101.604166667,17.39195199
2459101.6145833335,17.4183936
2459101.625,17.45522703
2459101.6354166665,17.45215569
2459101.6458333335,17.33856141
2459101.6666666665,12.56659
2459101.677083333,12.57399
2459101.6875,12.55901
2459101.6979166665,12.59754
2459101.7083333335,12.58627
2459101.71875,12.49868
2459101.729166667,12.5386
2459101.7395833335,12.57606
2459101.75,12.59241
2459101.7604166665,12.60507
2459101.78125,9.0737259
2459101.7916666665,8.94785079
2459101.802083333,8.96013162
2459101.8125,8.94170811
2459101.8229166665,8.96320296
2459101.8333333335,4.51455723
2459101.84375,6.11103342
2459101.854166667,6.62989056
2459101.8645833335,2.746154403
2459101.875,2.236509471
2459101.8958333335,11.23369332
2459101.90625,11.22140796
2459101.9166666665,11.20297086
2459101.927083333,11.19375684
2459101.9375,11.20297086
2459101.9479166665,11.05243443
2459101.9583333335,11.16303438
2459101.96875,11.19989952
2459101.979166667,11.22140796
2459101.9895833335,11.16917706
2459102.0104166665,12.54860736
2459102.0208333335,12.57318714
2459102.03125,12.57932982
2459102.0416666665,12.5025282
2459102.052083333,12.56089725
2459102.0625,12.52710345
2459102.0729166665,12.46872987
2459102.0833333335,12.52095624
2459102.09375,12.46872987
2459102.104166667,12.45951585
2459102.125,12.67763988
2459102.1354166665,12.68685843
2459102.1458333335,12.68378709
2459102.15625,12.61005228
2459102.1666666665,12.64692195
2459102.177083333,12.64999329
2459102.1875,12.63155619
2459102.1979166665,12.61619949
2459102.2083333335,12.65306463
2459102.21875,12.6714972
2459102.2395833335,29.51076201
2459102.25,31.05753051
2459102.2604166665,29.52424782
2459102.2708333335,17.98624269
2459102.28125,16.07118972
2459102.2916666665,12.50177169
2459102.302083333,14.13190125
2459102.3125,0.400620516
2459102.3229166665,0.437506041
2459102.3333333335,0.462055923
2459102.354166667,21.21937
2459102.3645833335,19.29563
2459102.375,6.199679
2459102.3854166665,27.8792545
2459102.3958333335,49.55883
2459102.40625,17.81078
2459102.4166666665,20.7308
2459102.427083333,20.97127
2459102.4375,20.94455
2459102.4479166665,20.63514
2459102.46875,16.55821
2459102.479166667,16.575
2459102.4895833335,16.58619
2459102.5,16.50927
2459102.5104166665,16.73065
2459102.5208333335,16.01688
