series,timestamp,value,label
fDOM,2020-09-04T11:15:00.000Z,22.91822,
turb,2020-09-04T11:15:00.000Z,2.376063,
stage,2020-09-04T11:15:00.000Z,0.3919594096023,
fDOM,2020-09-04T11:30:00.000Z,3.310708737214667,
turb,2020-09-04T11:30:00.000Z,1.980099,
stage,2020-09-04T11:30:00.000Z,0.3919040590486,
fDOM,2020-09-04T11:45:00.000Z,22.77694,
turb,2020-09-04T11:45:00.000Z,2.420181,
stage,2020-09-04T11:45:00.000Z,0.391848708495,
fDOM,2020-09-04T12:15:00.000Z,34.05293226577291,
turb,2020-09-04T12:15:00.000Z,0.0982729254,
stage,2020-09-04T12:15:00.000Z,0.091853147,
fDOM,2020-09-04T12:30:00.000Z,22.69670421113756,
turb,2020-09-04T12:30:00.000Z,0.5290841262,
stage,2020-09-04T12:30:00.000Z,0.091916084,
fDOM,2020-09-04T12:45:00.000Z,26.0957692058673,
turb,2020-09-04T12:45:00.000Z,0.294995324,
stage,2020-09-04T12:45:00.000Z,0.091979021,
fDOM,2020-09-04T13:00:00.000Z,22.504628868360022,
turb,2020-09-04T13:00:00.000Z,0.1819627556,
stage,2020-09-04T13:00:00.000Z,0.092695652,
fDOM,2020-09-04T13:15:00.000Z,27.472858582589662,
turb,2020-09-04T13:15:00.000Z,0.0689295699,
stage,2020-09-04T13:15:00.000Z,0.09373913,
fDOM,2020-09-04T13:30:00.000Z,30.619814579903775,
turb,2020-09-04T13:30:00.000Z,0.3075567617,
stage,2020-09-04T13:30:00.000Z,0.094782609,
fDOM,2020-09-04T14:00:00.000Z,26.39898,
turb,2020-09-04T14:00:00.000Z,-7.153207,
stage,2020-09-04T14:00:00.000Z,0.07326470572232,
fDOM,2020-09-04T14:15:00.000Z,26.1127,
turb,2020-09-04T14:15:00.000Z,-7.109821,
stage,2020-09-04T14:15:00.000Z,0.07229411755554,
fDOM,2020-09-04T14:30:00.000Z,24.25385,
turb,2020-09-04T14:30:00.000Z,-7.196593,
stage,2020-09-04T14:30:00.000Z,0.07132352938893,
fDOM,2020-09-04T14:45:00.000Z,26.03255,
turb,2020-09-04T14:45:00.000Z,-7.196593,
stage,2020-09-04T14:45:00.000Z,0.07097183641667,
fDOM,2020-09-04T15:00:00.000Z,29.50597,
turb,2020-09-04T15:00:00.000Z,-7.066434,
stage,2020-09-04T15:00:00.000Z,0.07092959104167,
fDOM,2020-09-04T15:15:00.000Z,24.76532,
turb,2020-09-04T15:15:00.000Z,-6.979662,
stage,2020-09-04T15:15:00.000Z,0.07088734566667,
fDOM,2020-09-04T15:30:00.000Z,31.30757,
turb,2020-09-04T15:30:00.000Z,-6.979662,
stage,2020-09-04T15:30:00.000Z,0.07084510029167,
fDOM,2020-09-04T15:45:00.000Z,34.77718,
turb,2020-09-04T15:45:00.000Z,-7.109821,
stage,2020-09-04T15:45:00.000Z,0.07080285491667,
fDOM,2020-09-04T16:00:00.000Z,26.19668,
turb,2020-09-04T16:00:00.000Z,-7.023048,
stage,2020-09-04T16:00:00.000Z,0.07076060954167,
fDOM,2020-09-04T16:15:00.000Z,29.86477,
turb,2020-09-04T16:15:00.000Z,-7.066434,
stage,2020-09-04T16:15:00.000Z,0.07071836416667,
fDOM,2020-09-04T16:30:00.000Z,32.57755596527534,
turb,2020-09-04T16:30:00.000Z,-7.109821,
stage,2020-09-04T16:30:00.000Z,0.07067611879167,
fDOM,2020-09-04T16:45:00.000Z,34.70847,
turb,2020-09-04T16:45:00.000Z,-6.936276,
stage,2020-09-04T16:45:00.000Z,0.07063387341667,
fDOM,2020-09-04T17:00:00.000Z,30.92206,
turb,2020-09-04T17:00:00.000Z,-6.979662,
stage,2020-09-04T17:00:00.000Z,0.07059162804167,
fDOM,2020-09-04T17:15:00.000Z,27.36466,
turb,2020-09-04T17:15:00.000Z,-7.066434,
stage,2020-09-04T17:15:00.000Z,0.07054938266667,
fDOM,2020-09-04T17:30:00.000Z,26.40279,
turb,2020-09-04T17:30:00.000Z,-7.153207,
stage,2020-09-04T17:30:00.000Z,0.07050713729167,
fDOM,2020-09-04T17:45:00.000Z,29.68537,
turb,2020-09-04T17:45:00.000Z,-6.936055,
stage,2020-09-04T17:45:00.000Z,0.07046489191667,
fDOM,2020-09-04T18:00:00.000Z,29.45253,
turb,2020-09-04T18:00:00.000Z,-7.023048,
stage,2020-09-04T18:00:00.000Z,0.07042264654167,
fDOM,2020-09-04T18:15:00.000Z,27.94484,
turb,2020-09-04T18:15:00.000Z,-6.979662,
stage,2020-09-04T18:15:00.000Z,0.07038040116667,
fDOM,2020-09-04T18:30:00.000Z,28.42959,
turb,2020-09-04T18:30:00.000Z,-7.066434,
stage,2020-09-04T18:30:00.000Z,0.07033815579167,
fDOM,2020-09-04T18:45:00.000Z,27.65475,
turb,2020-09-04T18:45:00.000Z,-7.066434,
stage,2020-09-04T18:45:00.000Z,0.07029591041667,
fDOM,2020-09-04T19:00:00.000Z,28.2731,
turb,2020-09-04T19:00:00.000Z,-7.066434,
stage,2020-09-04T19:00:00.000Z,0.07025366504167,
fDOM,2020-09-04T19:15:00.000Z,24.25003,
turb,2020-09-04T19:15:00.000Z,-7.023048,
stage,2020-09-04T19:15:00.000Z,0.07021141966667,
fDOM,2020-09-04T19:45:00.000Z,46.02573,
turb,2020-09-04T19:45:00.000Z,-5.98073,
stage,2020-09-04T19:45:00.000Z,0.09549999999999,
fDOM,2020-09-04T20:00:00.000Z,39.66669,
turb,2020-09-04T20:00:00.000Z,-6.458585,
stage,2020-09-04T20:00:00.000Z,0.095575,
fDOM,2020-09-04T20:15:00.000Z,39.87662,
turb,2020-09-04T20:15:00.000Z,-6.197937,
stage,2020-09-04T20:15:00.000Z,0.09565,
fDOM,2020-09-04T20:30:00.000Z,39.92624,
turb,2020-09-04T20:30:00.000Z,-5.937289,
stage,2020-09-04T20:30:00.000Z,0.09572499999999,
fDOM,2020-09-04T20:45:00.000Z,39.15903,
turb,2020-09-04T20:45:00.000Z,-6.241379,
stage,2020-09-04T20:45:00.000Z,0.0958,
fDOM,2020-09-04T21:00:00.000Z,41.26121128702729,
turb,2020-09-04T21:00:00.000Z,-5.937289,
stage,2020-09-04T21:00:00.000Z,0.095875,
fDOM,2020-09-04T21:15:00.000Z,43.09431,
turb,2020-09-04T21:15:00.000Z,-5.850295,
stage,2020-09-04T21:15:00.000Z,0.09594999999999,
fDOM,2020-09-04T21:45:00.000Z,36.18182,
turb,2020-09-04T21:45:00.000Z,-5.067357,
stage,2020-09-04T21:45:00.000Z,0.09500255763888,
fDOM,2020-09-04T22:00:00.000Z,35.88409,
turb,2020-09-04T22:00:00.000Z,-5.067357,
stage,2020-09-04T22:00:00.000Z,0.09484143234722,
fDOM,2020-09-04T22:15:00.000Z,37.01391,
turb,2020-09-04T22:15:00.000Z,-5.067357,
stage,2020-09-04T22:15:00.000Z,0.09468030705556,
fDOM,2020-09-04T22:30:00.000Z,39.25064,
turb,2020-09-04T22:30:00.000Z,-5.067357,
stage,2020-09-04T22:30:00.000Z,0.09451918176388,
fDOM,2020-09-04T22:45:00.000Z,37.06353,
turb,2020-09-04T22:45:00.000Z,-5.067357,
stage,2020-09-04T22:45:00.000Z,0.09435805647222,
fDOM,2020-09-04T23:00:00.000Z,38.34602,
turb,2020-09-04T23:00:00.000Z,-5.067357,
stage,2020-09-04T23:00:00.000Z,0.09419693118056,
fDOM,2020-09-04T23:15:00.000Z,38.03304,
turb,2020-09-04T23:15:00.000Z,-5.067357,
stage,2020-09-04T23:15:00.000Z,0.09403580588888,
fDOM,2020-09-04T23:30:00.000Z,42.08282,
turb,2020-09-04T23:30:00.000Z,-5.067357,
stage,2020-09-04T23:30:00.000Z,0.09387468059722,
fDOM,2020-09-04T23:45:00.000Z,40.4797,
turb,2020-09-04T23:45:00.000Z,-5.067357,
stage,2020-09-04T23:45:00.000Z,0.09371355530556,
fDOM,2020-09-05T00:00:00.000Z,40.7507,
turb,2020-09-05T00:00:00.000Z,-5.067357,
stage,2020-09-05T00:00:00.000Z,0.09355243001388,
fDOM,2020-09-05T00:15:00.000Z,39.73158,
turb,2020-09-05T00:15:00.000Z,-5.067357,
stage,2020-09-05T00:15:00.000Z,0.09339130472222,
fDOM,2020-09-05T00:30:00.000Z,40.31557,
turb,2020-09-05T00:30:00.000Z,-5.067357,
stage,2020-09-05T00:30:00.000Z,0.09323017943056,
fDOM,2020-09-05T00:45:00.000Z,40.55196879089939,
turb,2020-09-05T00:45:00.000Z,-5.067357,
stage,2020-09-05T00:45:00.000Z,0.09319780358334,
fDOM,2020-09-05T01:00:00.000Z,38.47962,
turb,2020-09-05T01:00:00.000Z,-5.067357,
stage,2020-09-05T01:00:00.000Z,0.09322980245833,
fDOM,2020-09-05T01:15:00.000Z,38.98346,
turb,2020-09-05T01:15:00.000Z,-5.067357,
stage,2020-09-05T01:15:00.000Z,0.09326180133333,
fDOM,2020-09-05T01:30:00.000Z,39.23537,
turb,2020-09-05T01:30:00.000Z,-5.067357,
