timestamp,value
2459096.96875,0.432
2459096.979166667,0.4969999999958
2459096.9895833335,0.537
2459097.0104166665,0.138714286
2459097.0208333335,0.137428571
2459097.03125,0.13709375
2459097.0416666665,0.137234375
2459097.052083333,0.137375
2459097.0625,0.137515625
2459097.0729166665,0.13765625
2459097.0833333335,0.137796875
2459097.09375,0.1379375
2459097.104166667,0.138078125
2459097.1145833335,0.13821875
2459097.125,0.138359375
2459097.1354166665,0.1385
2459097.1458333335,0.138640625
2459097.15625,0.13878125
2459097.1666666665,0.138921875
2459097.177083333,0.1390625
2459097.1875,0.139203125
2459097.1979166665,0.13934375
2459097.2083333335,0.139484375
2459097.21875,0.139625
2459097.229166667,0.139765625
2459097.2395833335,0.13990625
2459097.25,0.1405
2459097.2604166665,0.142
2459097.2708333335,0.1435
2459097.28125,0.145
2459097.2916666665,0.1465
2459097.3125,0.3166666666684
2459097.3229166665,0.346166671387
2459097.3333333335,0.3726666666652
2459097.34375,0.3976666586675
2459097.354166667,0.413
2459097.3645833335,0.42
2459097.375,0.42
2459097.3854166665,0.42
2459097.3958333335,0.42
2459097.40625,0.4151250001947
2459097.4166666665,0.4102499988299
2459097.427083333,0.40666666624
2459097.4375,0.4056666662399
2459097.4479166665,0.40466666624
2459097.4583333335,0.4028695638963
2459097.46875,0.3994782599256
2459097.479166667,0.3960869559555
2459097.4895833335,0.3926956519854
2459097.5,0.3893043480146
2459097.5104166665,0.3859130440445
2459097.5208333335,0.3825217400744
2459097.53125,0.3791304361037
2459097.5416666665,0.3754000014977
2459097.552083333,0.3715000012483
2459097.5625,0.3676000009983
2459097.5729166665,0.3640333338902
2459097.5833333335,0.3611333337047
2459097.59375,0.3582333335188
2459097.604166667,0.3553333333333
2459097.6145833335,0.3524333331479
2459097.625,0.3495333329619
2459097.6354166665,0.3466333327765
2459097.65625,0.06325641
2459097.6666666665,0.063237179
2459097.677083333,0.063217949
2459097.6875,0.063198718
2459097.6979166665,0.063179487
2459097.7083333335,0.063160256
2459097.71875,0.063141026
2459097.729166667,0.063121795
2459097.7395833335,0.063102564
2459097.75,0.063083333
2459097.7604166665,0.063064103
2459097.7708333335,0.063044872
2459097.78125,0.063025641
2459097.7916666665,0.06300641
2459097.802083333,0.06320339
2459097.8125,0.063508475
2459097.8229166665,0.063813559
2459097.8333333335,0.064118644
2459097.84375,0.064423729
2459097.854166667,0.064728814
2459097.8645833335,0.065033898
2459097.875,0.065338983
2459097.8854166665,0.065644068
2459097.8958333335,0.065949153
2459097.90625,0.066254237
2459097.9166666665,0.066559322
2459097.927083333,0.066864407
2459097.9375,0.067169492
2459097.9479166665,0.067474576
2459097.9583333335,0.067779661
2459097.96875,0.068084746
2459097.979166667,0.068389831
2459097.9895833335,0.068694915
2459098.0,0.069
2459098.0104166665,0.068555556
2459098.0208333335,0.068111111
2459098.03125,0.067666667
2459098.0416666665,0.067222222
2459098.052083333,0.066777778
2459098.0625,0.066333333
2459098.0729166665,0.065888889
2459098.0833333335,0.065444444
2459098.104166667,0.236
2459098.1145833335,0.3053333333333
2459098.125,0.436
2459098.1458333335,0.04327337292304
2459098.15625,0.04051834323088
2459098.1666666665,0.03952558139536
2459098.177083333,0.03941395348837
2459098.1875,0.0393023255814
2459098.1979166665,0.03919069767443
2459098.2083333335,0.03907906976744
2459098.21875,0.03896744186047
2459098.229166667,0.0388558139535
2459098.2395833335,0.03874418604652
2459098.25,0.03863255813955
2459098.2604166665,0.03852093023258
2459098.2708333335,0.03840930232559
2459098.28125,0.03829767441862
2459098.2916666665,0.03818604651165
2459098.302083333,0.03807441860466
2459098.3125,0.04016666666591
2459098.3229166665,0.04524999999967
2459098.3333333335,0.04749999999987
2459098.34375,0.05149999999935
2459098.354166667,0.05533333333316
2459098.3645833335,0.05733333333342
2459098.375,0.05933333333333
2459098.3958333335,0.2302941177302
2459098.40625,0.2311764706381
2459098.4166666665,0.232058823546
2459098.4375,0.2523577976476
