series,timestamp,value,label
fDOM,2020-09-04T11:15:00.000Z,8.94170811,
turb,2020-09-04T11:15:00.000Z,0.41465946,
stage,2020-09-04T11:15:00.000Z,0.1397192307798,
fDOM,2020-09-04T11:30:00.000Z,8.96320296,
turb,2020-09-04T11:30:00.000Z,0.37277142,
stage,2020-09-04T11:30:00.000Z,0.1396384615492,
fDOM,2020-09-04T11:45:00.000Z,4.51455723,
turb,2020-09-04T11:45:00.000Z,52.9792242,
stage,2020-09-04T11:45:00.000Z,0.1395576923186,
fDOM,2020-09-04T12:00:00.000Z,6.11103342,
turb,2020-09-04T12:00:00.000Z,18.634245,
stage,2020-09-04T12:00:00.000Z,0.1394769230881,
fDOM,2020-09-04T12:15:00.000Z,6.62989056,
turb,2020-09-04T12:15:00.000Z,14.0269932,
stage,2020-09-04T12:15:00.000Z,0.1393961538575,
fDOM,2020-09-04T12:30:00.000Z,2.746154403,
turb,2020-09-04T12:30:00.000Z,122.72723477413189,
stage,2020-09-04T12:30:00.000Z,0.1393153846269,
fDOM,2020-09-04T12:45:00.000Z,2.236509471,
turb,2020-09-04T12:45:00.000Z,96.3711672,
stage,2020-09-04T12:45:00.000Z,0.1392346153963,
fDOM,2020-09-04T13:00:00.000Z,4.75095981,
turb,2020-09-04T13:00:00.000Z,48.53950602,
stage,2020-09-04T13:00:00.000Z,0.1391538461658,
fDOM,2020-09-04T13:15:00.000Z,6.47331111,
turb,2020-09-04T13:15:00.000Z,12.435396,
stage,2020-09-04T13:15:00.000Z,0.1390730769352,
fDOM,2020-09-04T13:30:00.000Z,7.4864592,
turb,2020-09-04T13:30:00.000Z,6.57162042,
stage,2020-09-04T13:30:00.000Z,0.1389923077046,
fDOM,2020-09-04T14:00:00.000Z,20.02526817,
turb,2020-09-04T14:00:00.000Z,-0.59036922,
stage,2020-09-04T14:00:00.000Z,0.468153846347,
fDOM,2020-09-04T14:15:00.000Z,19.90981659,
turb,2020-09-04T14:15:00.000Z,-0.17079048,
stage,2020-09-04T14:15:00.000Z,0.4686153847972,
fDOM,2020-09-04T14:30:00.000Z,11.20499577,
turb,2020-09-04T14:30:00.000Z,17.71433964,
stage,2020-09-04T14:30:00.000Z,0.4690769232474,
fDOM,2020-09-04T14:45:00.000Z,13.4276346075,
