# Turbidity,_NTU.Turb_NTU_ave@01135100.20161001.csv generated at 2021-02-19 01:52:57 (UTC+00:00) by AQUARIUS Time-Series 20.3.188.0
# 
# Time-series identifier: Turbidity, NTU.Turb NTU ave@01135100
# Location: POPE BROOK TRIBUTARY (W-9), NR NORTH DANVILLE, VT
# UTC offset: (UTC-05:00)
# Value units: _NTU
# Value parameter: Turbidity, NTU
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from 2016-10-01T05:00:00Z to 2017-10-01T05:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC-05:00),Value,Approval Level,Grade,Qualifiers
2016-10-01T05:00:00Z,2016-10-01 00:00:00,-0.7011519,Working,50,
2016-10-01T05:15:00Z,2016-10-01 00:15:00,-0.7019404,Working,50,
2016-10-01T05:30:00Z,2016-10-01 00:30:00,-0.701158,Working,50,
2016-10-01T05:45:00Z,2016-10-01 00:45:00,-0.6573244,Working,50,
2016-10-01T06:00:00Z,2016-10-01 01:00:00,-0.7013183,Working,50,
2016-10-01T06:15:00Z,2016-10-01 01:15:00,-0.657999,Working,50,
2016-10-01T06:30:00Z,2016-10-01 01:30:00,-0.701423,Working,50,
2016-10-01T06:45:00Z,2016-10-01 01:45:00,-0.7011519,Working,50,
2016-10-01T07:00:00Z,2016-10-01 02:00:00,-0.7011519,Working,50,
2016-10-01T07:15:00Z,2016-10-01 02:15:00,-0.7017008,Working,50,
2016-10-01T07:30:00Z,2016-10-01 02:30:00,-0.7011555,Working,50,
2016-10-01T07:45:00Z,2016-10-01 02:45:00,-0.7011858,Working,50,
2016-10-01T08:00:00Z,2016-10-01 03:00:00,-0.6573244,Working,50,
2016-10-01T08:15:00Z,2016-10-01 03:15:00,-0.701195,Working,50,
2016-10-01T08:30:00Z,2016-10-01 03:30:00,-0.7011519,Working,50,
2016-10-01T08:45:00Z,2016-10-01 03:45:00,-0.7013212,Working,50,
2016-10-01T09:00:00Z,2016-10-01 04:00:00,-0.7011519,Working,50,
2016-10-01T09:15:00Z,2016-10-01 04:15:00,-0.7012202,Working,50,
2016-10-01T09:30:00Z,2016-10-01 04:30:00,-0.7011519,Working,50,
2016-10-01T09:45:00Z,2016-10-01 04:45:00,-0.6573244,Working,50,
2016-10-01T10:00:00Z,2016-10-01 05:00:00,-0.7011654,Working,50,
2016-10-01T10:15:00Z,2016-10-01 05:15:00,-0.701805,Working,50,
2016-10-01T10:30:00Z,2016-10-01 05:30:00,-0.7013263,Working,50,
2016-10-01T10:45:00Z,2016-10-01 05:45:00,-0.613508,Working,50,
2016-10-01T11:00:00Z,2016-10-01 06:00:00,-0.7011728,Working,50,
2016-10-01T11:15:00Z,2016-10-01 06:15:00,-0.5257967,Working,50,
2016-10-01T11:30:00Z,2016-10-01 06:30:00,-0.7011519,Working,50,
2016-10-01T11:45:00Z,2016-10-01 06:45:00,-0.701195,Working,50,
2016-10-01T12:00:00Z,2016-10-01 07:00:00,-0.6577429,Working,50,
2016-10-01T12:15:00Z,2016-10-01 07:15:00,-0.7012917,Working,50,
2016-10-01T12:30:00Z,2016-10-01 07:30:00,-0.7011771,Working,50,
2016-10-01T12:45:00Z,2016-10-01 07:45:00,-0.7011789,Working,50,
2016-10-01T13:00:00Z,2016-10-01 08:00:00,-0.7012424,Working,50,
2016-10-01T13:15:00Z,2016-10-01 08:15:00,-0.7011519,Working,50,
2016-10-01T13:30:00Z,2016-10-01 08:30:00,-0.7012202,Working,50,
2016-10-01T13:45:00Z,2016-10-01 08:45:00,-0.7011519,Working,50,
2016-10-01T14:00:00Z,2016-10-01 09:00:00,-0.7011519,Working,50,
2016-10-01T14:15:00Z,2016-10-01 09:15:00,-0.7011519,Working,50,
2016-10-01T14:30:00Z,2016-10-01 09:30:00,-0.7011691,Working,50,
2016-10-01T14:45:00Z,2016-10-01 09:45:00,-0.7013644,Working,50,
2016-10-01T15:00:00Z,2016-10-01 10:00:00,-0.6134968,Working,50,
2016-10-01T15:15:00Z,2016-10-01 10:15:00,-0.701418,Working,50,
2016-10-01T15:30:00Z,2016-10-01 10:30:00,-0.5696693,Working,50,
2016-10-01T15:45:00Z,2016-10-01 10:45:00,-0.7012306,Working,50,
2016-10-01T16:00:00Z,2016-10-01 11:00:00,-0.6134968,Working,50,
2016-10-01T16:15:00Z,2016-10-01 11:15:00,-0.7011519,Working,50,
2016-10-01T16:30:00Z,2016-10-01 11:30:00,-0.7011519,Working,50,
2016-10-01T16:45:00Z,2016-10-01 11:45:00,-0.6134968,Working,50,
2016-10-01T17:00:00Z,2016-10-01 12:00:00,-0.6134968,Working,50,
2016-10-01T17:15:00Z,2016-10-01 12:15:00,-0.7011519,Working,50,
2016-10-01T17:30:00Z,2016-10-01 12:30:00,0.1311177,Working,50,
