# fDOM,_water,_in_situ.FDOM_ppb_ave@01135100.20161001.csv generated at 2021-03-16 04:03:59 (UTC+00:00) by AQUARIUS Time-Series 20.3.188.0
# 
# Time-series identifier: fDOM, water, in situ.FDOM ppb ave@01135100
# Location: POPE BROOK TRIBUTARY (W-9), NR NORTH DANVILLE, VT
# UTC offset: (UTC-05:00)
# Value units: QSE
# Value parameter: fDOM, water, in situ
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from 2016-10-01T05:00:00Z to 2017-11-01T05:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC-05:00),Value,Approval Level,Grade,Qualifiers
2016-10-01T05:00:00Z,2016-10-01 00:00:00,16.36803,Working,50,
2016-10-01T05:15:00Z,2016-10-01 00:15:00,16.33612,Working,50,
2016-10-01T05:30:00Z,2016-10-01 00:30:00,16.35657,Working,50,
2016-10-01T05:45:00Z,2016-10-01 00:45:00,16.3604,Working,50,
2016-10-01T06:00:00Z,2016-10-01 01:00:00,16.42118,Working,50,
2016-10-01T06:15:00Z,2016-10-01 01:15:00,16.36304,Working,50,
2016-10-01T06:30:00Z,2016-10-01 01:30:00,16.37519,Working,50,
2016-10-01T06:45:00Z,2016-10-01 01:45:00,16.3833,Working,50,
2016-10-01T07:00:00Z,2016-10-01 02:00:00,16.40238,Working,50,
2016-10-01T07:15:00Z,2016-10-01 02:15:00,16.41669,Working,50,
2016-10-01T07:30:00Z,2016-10-01 02:30:00,16.40238,Working,50,
2016-10-01T07:45:00Z,2016-10-01 02:45:00,16.40996,Working,50,
2016-10-01T08:00:00Z,2016-10-01 03:00:00,16.45582,Working,50,
2016-10-01T08:15:00Z,2016-10-01 03:15:00,16.41376,Working,50,
2016-10-01T08:30:00Z,2016-10-01 03:30:00,16.35658,Working,50,
2016-10-01T08:45:00Z,2016-10-01 03:45:00,16.37537,Working,50,
2016-10-01T09:00:00Z,2016-10-01 04:00:00,16.41002,Working,50,
2016-10-01T09:15:00Z,2016-10-01 04:15:00,16.37555,Working,50,
2016-10-01T09:30:00Z,2016-10-01 04:30:00,16.39857,Working,50,
2016-10-01T09:45:00Z,2016-10-01 04:45:00,16.37185,Working,50,
2016-10-01T10:00:00Z,2016-10-01 05:00:00,16.35656,Working,50,
2016-10-01T10:15:00Z,2016-10-01 05:15:00,16.36689,Working,50,
2016-10-01T10:30:00Z,2016-10-01 05:30:00,16.37918,Working,50,
2016-10-01T10:45:00Z,2016-10-01 05:45:00,16.42908,Working,50,
2016-10-01T11:00:00Z,2016-10-01 06:00:00,16.40998,Working,50,
2016-10-01T11:15:00Z,2016-10-01 06:15:00,16.42527,Working,50,
2016-10-01T11:30:00Z,2016-10-01 06:30:00,16.41765,Working,50,
2016-10-01T11:45:00Z,2016-10-01 06:45:00,16.42903,Working,50,
2016-10-01T12:00:00Z,2016-10-01 07:00:00,16.43982,Working,50,
2016-10-01T12:15:00Z,2016-10-01 07:15:00,16.3716,Working,50,
2016-10-01T12:30:00Z,2016-10-01 07:30:00,16.37944,Working,50,
2016-10-01T12:45:00Z,2016-10-01 07:45:00,16.40615,Working,50,
2016-10-01T13:00:00Z,2016-10-01 08:00:00,16.44421,Working,50,
2016-10-01T13:15:00Z,2016-10-01 08:15:00,16.40238,Working,50,
2016-10-01T13:30:00Z,2016-10-01 08:30:00,16.41372,Working,50,
2016-10-01T13:45:00Z,2016-10-01 08:45:00,16.41384,Working,50,
2016-10-01T14:00:00Z,2016-10-01 09:00:00,16.45964,Working,50,
2016-10-01T14:15:00Z,2016-10-01 09:15:00,16.48636,Working,50,
2016-10-01T14:30:00Z,2016-10-01 09:30:00,16.40999,Working,50,
2016-10-01T14:45:00Z,2016-10-01 09:45:00,16.45926,Working,50,
2016-10-01T15:00:00Z,2016-10-01 10:00:00,16.45201,Working,50,
2016-10-01T15:15:00Z,2016-10-01 10:15:00,16.45154,Working,50,
2016-10-01T15:30:00Z,2016-10-01 10:30:00,16.49399,Working,50,
2016-10-01T15:45:00Z,2016-10-01 10:45:00,16.5053,Working,50,
2016-10-01T16:00:00Z,2016-10-01 11:00:00,16.52071,Working,50,
2016-10-01T16:15:00Z,2016-10-01 11:15:00,16.55888,Working,50,
2016-10-01T16:30:00Z,2016-10-01 11:30:00,16.48254,Working,50,
2016-10-01T16:45:00Z,2016-10-01 11:45:00,16.57415,Working,50,
2016-10-01T17:00:00Z,2016-10-01 12:00:00,16.5856,Working,50,
2016-10-01T17:15:00Z,2016-10-01 12:15:00,16.56651,Working,50,
2016-10-01T17:30:00Z,2016-10-01 12:30:00,16.87494,Working,50,
2016-10-01T17:45:00Z,2016-10-01 12:45:00,17.94825,Working,50,
2016-10-01T18:00:00Z,2016-10-01 13:00:00,18.92157,Working,50,
2016-10-01T18:15:00Z,2016-10-01 13:15:00,19.76512,Working,50,
2016-10-01T18:30:00Z,2016-10-01 13:30:00,20.19617,Working,50,
2016-10-01T18:45:00Z,2016-10-01 13:45:00,20.51706,Working,50,
2016-10-01T19:00:00Z,2016-10-01 14:00:00,20.62775,Working,50,
2016-10-01T19:15:00Z,2016-10-01 14:15:00,20.62391,Working,50,
2016-10-01T19:30:00Z,2016-10-01 14:30:00,20.33384,Working,50,
2016-10-01T19:45:00Z,2016-10-01 14:45:00,20.15444,Working,50,
2016-10-01T20:00:00Z,2016-10-01 15:00:00,19.90496,Working,50,
2016-10-01T20:15:00Z,2016-10-01 15:15:00,19.67992,Working,50,
2016-10-01T20:30:00Z,2016-10-01 15:30:00,19.44449,Working,50,
2016-10-01T20:45:00Z,2016-10-01 15:45:00,19.30296,Working,50,
2016-10-01T21:00:00Z,2016-10-01 16:00:00,19.20225,Working,50,
2016-10-01T21:15:00Z,2016-10-01 16:15:00,18.99785,Working,50,
2016-10-01T21:30:00Z,2016-10-01 16:30:00,18.85264,Working,50,
2016-10-01T21:45:00Z,2016-10-01 16:45:00,18.78034,Working,50,
2016-10-01T22:00:00Z,2016-10-01 17:00:00,18.64988,Working,50,
2016-10-01T22:15:00Z,2016-10-01 17:15:00,18.55514,Working,50,
2016-10-01T22:30:00Z,2016-10-01 17:30:00,18.47003,Working,50,
2016-10-01T22:45:00Z,2016-10-01 17:45:00,18.41391,Working,50,
2016-10-01T23:00:00Z,2016-10-01 18:00:00,18.405,Working,50,
2016-10-01T23:15:00Z,2016-10-01 18:15:00,18.3253,Working,50,
2016-10-01T23:30:00Z,2016-10-01 18:30:00,18.30704,Working,50,
2016-10-01T23:45:00Z,2016-10-01 18:45:00,18.27651,Working,50,
2016-10-02T00:00:00Z,2016-10-01 19:00:00,18.30913,Working,50,
2016-10-02T00:15:00Z,2016-10-01 19:15:00,18.26438,Working,50,
2016-10-02T00:30:00Z,2016-10-01 19:30:00,18.24555,Working,50,
2016-10-02T00:45:00Z,2016-10-01 19:45:00,18.18484,Working,50,
2016-10-02T01:00:00Z,2016-10-01 20:00:00,18.19948,Working,50,
2016-10-02T01:15:00Z,2016-10-01 20:15:00,18.20746,Working,50,
2016-10-02T01:30:00Z,2016-10-01 20:30:00,18.14148,Working,50,
2016-10-02T01:45:00Z,2016-10-01 20:45:00,18.12382,Working,50,
2016-10-02T02:00:00Z,2016-10-01 21:00:00,18.07421,Working,50,
2016-10-02T02:15:00Z,2016-10-01 21:15:00,18.09635,Working,50,
2016-10-02T02:30:00Z,2016-10-01 21:30:00,18.04367,Working,50,
2016-10-02T02:45:00Z,2016-10-01 21:45:00,18.06276,Working,50,
2016-10-02T03:00:00Z,2016-10-01 22:00:00,18.00499,Working,50,
2016-10-02T03:15:00Z,2016-10-01 22:15:00,17.97496,Working,50,
2016-10-02T03:30:00Z,2016-10-01 22:30:00,17.97115,Working,50,
2016-10-02T03:45:00Z,2016-10-01 22:45:00,18.00166,Working,50,
2016-10-02T04:00:00Z,2016-10-01 23:00:00,17.97769,Working,50,
2016-10-02T04:15:00Z,2016-10-01 23:15:00,17.97869,Working,50,
2016-10-02T04:30:00Z,2016-10-01 23:30:00,17.93991,Working,50,
2016-10-02T04:45:00Z,2016-10-01 23:45:00,17.92822,Working,50,
2016-10-02T05:00:00Z,2016-10-02 00:00:00,17.92513,Working,50,
2016-10-02T05:15:00Z,2016-10-02 00:15:00,17.87573,Working,50,
2016-10-02T05:30:00Z,2016-10-02 00:30:00,17.87043,Working,50,
2016-10-02T05:45:00Z,2016-10-02 00:45:00,17.82104,Working,50,
2016-10-02T06:00:00Z,2016-10-02 01:00:00,17.81307,Working,50,
2016-10-02T06:15:00Z,2016-10-02 01:15:00,17.79914,Working,50,
2016-10-02T06:30:00Z,2016-10-02 01:30:00,17.78407,Working,50,
2016-10-02T06:45:00Z,2016-10-02 01:45:00,17.77151,Working,50,
2016-10-02T07:00:00Z,2016-10-02 02:00:00,17.75739,Working,50,
2016-10-02T07:15:00Z,2016-10-02 02:15:00,17.70679,Working,50,
2016-10-02T07:30:00Z,2016-10-02 02:30:00,17.77258,Working,50,
2016-10-02T07:45:00Z,2016-10-02 02:45:00,17.74837,Working,50,
2016-10-02T08:00:00Z,2016-10-02 03:00:00,17.82959,Working,50,
2016-10-02T08:15:00Z,2016-10-02 03:15:00,17.7185,Working,50,
2016-10-02T08:30:00Z,2016-10-02 03:30:00,17.72684,Working,50,
2016-10-02T08:45:00Z,2016-10-02 03:45:00,17.76122,Working,50,
2016-10-02T09:00:00Z,2016-10-02 04:00:00,17.69239,Working,50,
2016-10-02T09:15:00Z,2016-10-02 04:15:00,17.62325,Working,50,
2016-10-02T09:30:00Z,2016-10-02 04:30:00,17.6647,Working,50,
2016-10-02T09:45:00Z,2016-10-02 04:45:00,17.69616,Working,50,
2016-10-02T10:00:00Z,2016-10-02 05:00:00,17.63056,Working,50,
2016-10-02T10:15:00Z,2016-10-02 05:15:00,17.60425,Working,50,
2016-10-02T10:30:00Z,2016-10-02 05:30:00,17.58945,Working,50,
2016-10-02T10:45:00Z,2016-10-02 05:45:00,17.62684,Working,50,
2016-10-02T11:00:00Z,2016-10-02 06:00:00,17.62363,Working,50,
2016-10-02T11:15:00Z,2016-10-02 06:15:00,17.57758,Working,50,
2016-10-02T11:30:00Z,2016-10-02 06:30:00,17.53921,Working,50,
2016-10-02T11:45:00Z,2016-10-02 06:45:00,17.53901,Working,50,
2016-10-02T12:00:00Z,2016-10-02 07:00:00,17.60852,Working,50,
2016-10-02T12:15:00Z,2016-10-02 07:15:00,17.54707,Working,50,
2016-10-02T12:30:00Z,2016-10-02 07:30:00,17.578,Working,50,
2016-10-02T12:45:00Z,2016-10-02 07:45:00,17.52457,Working,50,
2016-10-02T13:00:00Z,2016-10-02 08:00:00,17.57757,Working,50,
2016-10-02T13:15:00Z,2016-10-02 08:15:00,17.52832,Working,50,
2016-10-02T13:30:00Z,2016-10-02 08:30:00,17.51299,Working,50,
2016-10-02T13:45:00Z,2016-10-02 08:45:00,17.53934,Working,50,
2016-10-02T14:00:00Z,2016-10-02 09:00:00,17.52445,Working,50,
2016-10-02T14:15:00Z,2016-10-02 09:15:00,17.50117,Working,50,
2016-10-02T14:30:00Z,2016-10-02 09:30:00,17.49782,Working,50,
2016-10-02T14:45:00Z,2016-10-02 09:45:00,17.59709,Working,50,
2016-10-02T15:00:00Z,2016-10-02 10:00:00,17.51997,Working,50,
2016-10-02T15:15:00Z,2016-10-02 10:15:00,17.47108,Working,50,
2016-10-02T15:30:00Z,2016-10-02 10:30:00,17.5512,Working,50,
2016-10-02T15:45:00Z,2016-10-02 10:45:00,17.48637,Working,50,
2016-10-02T16:00:00Z,2016-10-02 11:00:00,17.47029,Working,50,
2016-10-02T16:15:00Z,2016-10-02 11:15:00,17.49017,Working,50,
2016-10-02T16:30:00Z,2016-10-02 11:30:00,17.45205,Working,50,
2016-10-02T16:45:00Z,2016-10-02 11:45:00,17.49403,Working,50,
